ZTA_PrimaryLayer.User_originated,ZTA1_UserLayerImpact.User_originated,ZTA2_DeviceImapctLayer.User_originated,ZTA3_NetworkLayerImpact.User_originated,ZTA4_InfrastructureLayerImapct.User_originated,ZTA5_ApplicationLayerImpact.User_originated,ZTA6_DataLayerImpact.User_originated,ZTA_PrimaryLayer.Device_originated,ZTA1_UserLayerImpact.Device_originated,ZTA2_DeviceImapctLayer.Device_originated,ZTA3_NetworkLayerImpact.Device_originated,ZTA4_InfrastructureLayerImapct.Device_originated,ZTA5_ApplicationLayerImpact.Device_originated,ZTA6_DataLayerImpact.Device_originated,ZTA_PrimaryLayer.Network_originated,ZTA1_UserLayerImpact.Network_originated,ZTA2_DeviceImapctLayer.Network_originated,ZTA3_NetworkLayerImpact.Network_originated,ZTA4_InfrastructureLayerImapct.Network_originated,ZTA5_ApplicationLayerImpact.Network_originated,ZTA6_DataLayerImpact.Network_originated,ZTA_PrimaryLayer.Infrastructure_originated,ZTA1_UserLayerImpact.Infrastructure_originated,ZTA2_DeviceImapctLayer.Infrastructure_originated,ZTA3_NetworkLayerImpact.Infrastructure_originated,ZTA4_InfrastructureLayerImapct.Infrastructure_originated,ZTA5_ApplicationLayerImpact.Infrastructure_originated,ZTA6_DataLayerImpact.Infrastructure_originated,ZTA_PrimaryLayer.Application_originated,ZTA1_UserLayerImpact.Application_originated,ZTA2_DeviceImapctLayer.Application_originated,ZTA3_NetworkLayerImpact.Application_originated,ZTA4_InfrastructureLayerImapct.Application_originated,ZTA5_ApplicationLayerImpact.Application_originated,ZTA6_DataLayerImpact.Application_originated,ZTA_PrimaryLayer.Data_originated,ZTA1_UserLayerImpact.Data_originated,ZTA2_DeviceImapctLayer.Data_originated,ZTA3_NetworkLayerImpact.Data_originated,ZTA4_InfrastructureLayerImapct.Data_originated,ZTA5_ApplicationLayerImpact.Data_originated,ZTA6_DataLayerImpact.Data_originated
User,100,75,25,25,75,75,Device,25,100,75,75,25,25,Network,25,25,100,75,75,75,Infrastructure,25,25,75,100,75,75,Application,75,25,25,25,100,75,Data,75,25,25,25,75,100
